"facility_name","address","city","county","zip","contact_name","phone","license_number","exp_date"
"UCM Home Care","One Ingalls Drive","Harvey","Cook","60426","Lynnette Schwartzhoff","(708) 331-0226","2001030","2027-02-28T00:00:00.000"
"United Hospice, Inc.","1420 Renaissance Drive, Ste 209","Park Ridge","Cook","60068","Neelu Nehls","(847) 779-3989","2003178","2026-12-31T00:00:00.000"
"Unity Hospice of Chicagoland, LLC","600 W. Cermak Road, Suite 3D","Chicago","Cook","60616","Chaim Klein","(312) 427-6000","2002525","2027-01-31T00:00:00.000"
"Unity Hospice of Greater St. Louis, LLC","1604 Eastport Plaza Dr., Ste 102","Collinsville","Madison","62234","Alan Swidler","(618) 346-1111","2002533","2027-01-31T00:00:00.000"
"Unity Hospice of Western Illinois, LLC","915 N. Caron Rd.","Rochelle","Ogle","61068","Barbara Martin","(815) 561-8866","2002517","2027-01-31T00:00:00.000"
"UnityPoint at Home - DBA UnityPoint Hospice","106 19th Avenue, Ste. 101","Moline","Rock Island","61265","Amanda Koehler","(309) 948-7122","2002905","2027-01-31T00:00:00.000"
"V Care Hospice Services of Illinois, Inc.","3100 Dundee Road, Suite 303","Northbrook","Cook","60062","Victor Svyatsky","(847) 272-5883","2003069","2026-06-30T00:00:00.000"
"VIP Home Health & Hospice, Inc. - DBA Horizons Hospice & Palliative Care","17W703 Butterfield Rd, Suite G","Oakbrook Terrace","Du Page","60181","Faizan Rahman","(630) 410-8338","2003278","2026-05-12T00:00:00.000"
"Visions Hospice","1701 E Woodfield Rd, Suite 625","Schaumburg","Cook","60173","Lora Rubio","(847) 235-6000","2003207","2027-02-28T00:00:00.000"
"Vital Care Hospice LLC","3317 W 95th St, Suite 8","Evergreen Park","Cook","60805","Olukemi Adeleke","(773) 232-7200","2003199","2027-02-28T00:00:00.000"
"Vitas Healthcare Corporation Midwest","16 Executive Drive, Suite 100","Fairview Heights","St Clair","62208","Betsy Mueller","(618) 622-9073","2002822","2027-03-31T00:00:00.000"
"Vitas Healthcare Corporation of Illinois","1040 4th Street","Peru","La Salle","61354","Chelsea Cook-McCarrell","(815) 220-0021","2002160","2026-06-30T00:00:00.000"
"Vitas Healthcare Corporation of Illinois","580 Waters Edge, Suite 100","Lombard","Du Page","60148","Debra A. Muffoletto","(630) 495-8484","2002145","2026-06-30T00:00:00.000"
"Vitas Healthcare Corporation of Illinois","1340 South Damen Ave., Ste A","Chicago","Cook","60608","Douglas Irvin","(312) 997-7200","2002137","2026-06-30T00:00:00.000"
"Vitas Healthcare Corporation of Illinois","8525 W. 183rd Street, Ste M","Tinley Park","Cook","60487","Richae Coit","(708) 781-4400","2002152","2026-06-30T00:00:00.000"
"VNA Health Care, An Illinois Not-For-Profit Corporation","400 N. Highland Avenue","Aurora","Kane","60506","Linnea Windel","(630) 978-2532","2001196","2027-02-28T00:00:00.000"
"Waukegan Hospice LLC - DBA Star Hospice","36100 Brookside Drive, Suite 101","Gurnee","Lake","60031","Joanna Saczek","(847) 672-9225","2002566","2026-07-31T00:00:00.000"
"We Care Hospice Services","5360 Fargo Ave","Skokie","Cook","60077","Zane Wagner","(847) 597-1870","2003160","2026-07-31T00:00:00.000"
"Willow Branch Hospice - DBA Willow Branch Hospice","5333 N Sheridan Rd.","Chicago","Cook","60640","Melissa Weber","(872) 351-4991","2003316","2026-05-07T00:00:00.000"
"Willow Hospice and Palliative Care, LLC","18400 Maple Creek Drive, Suite 500","Tinley Park","Cook","60477","Eric Zelazny","(708) 719-6533","2003105","2026-08-31T00:00:00.000"
"Willow Ridge Hospice","536 S. Schrader","Havana","Mason","62644","Kathi Nelson","(309) 543-1239","2003264","2026-04-21T00:00:00.000"
